external_id;name;slug
КА-00000537;Контейнер 445*460*520 (инв.н. М01739);draft-7ac175d2e81088aa
КА-00000538;Телефон СР-7641G (инв.н. 509Л);draft-aec436a00cea61cb
КА-00000539;Телефон СР-7641G (инв.н. 563Л);draft-2cedc0723d7e0428
КА-00000540;Телефон СР-7641G (инв.н. 568Л);draft-ef82de2794023b41
КА-00000541;"ПЭВМ ""R-Tech I";draft-c0ceb255c3188e01
КА-00000542;Сетевой фильтр Defender ES 99483 (5м, 5 розеток, белый), КИТАЙ;draft-47fa93643a322899
КА-00000543;Кухонные весы Caso L 15, КИТАЙ;draft-f5a21e8bd782bb0a
КА-00000544;Диспенсер для воды В-11;draft-f0af7a6d49fd02f7
КА-00000545;Стул на раме ISIT CHROME FJ-1;draft-9cabd3dae4a09985
КА-00000546;Стул на раме ISIT CHROME ZT-13;draft-f73a421f85ab8c52
КА-00000547;Стул ISO CHROME;draft-d191cf3b9cf73790
КА-00000548;Беспроводной маршрутизатор  TL-WR840N Страна происхождения: Китай;draft-5f55e315d9850e5d
КА-00000549;Стол (1300*700*750) (инв.н.M06450);draft-3d644685588e3f8d
КА-00000550;Стол (1300*700*750) (инв.н.M12753);draft-7d0d55f8562eaae6
КА-00000551;Тумба выкатная на 3 ящика (инв.н.М06511);draft-6ef977d049262e01
КА-00000552;Тумба выкатная на 3 ящика (инв.н.М06624);draft-c41e14f2763f8af8
КА-00000553;Шкаф для документов открытый (инв.н.М14092);draft-ebd5468277af9ffd
КА-00000554;Шкаф картотечный 210*275*425мм (инв.н.М15691);draft-9d2fd275938eea3c
КА-00000555;Шкаф картотечный 210*275*425мм (инв.н.М15692);draft-f0ecf3bdf11dec4f
КА-00000556;Шкаф картотечный 210*275*425мм (инв.н.М15693);draft-768c8afb57b14e30
КА-00000557;Телефон сотовый Huawei P20 lite (ANE-LX1) синий, с/н 863675043061519, страна ввоза Гонконг;draft-6dd75c3bb0ba8e38
КА-00000558;Чехол для мобильного телефона HUAWEI P20 lite PU Flip Protective case, синий, страна ввоза:;draft-457fa96bdea7a428
КА-00000559;043163 Регистратор 70мм Sponsor Эконом без покрытия SPR8SPEC страна происхождения Россия;draft-dbb03318767409ea
КА-00000560;044791 Файл А4 40мкм Lite глад.,глянц., 100шт. GF0004T100L страна происхождения Россия;draft-c41b65743c031fa1
КА-00000561;036258 Конверт 162*229мм силик./чист. 70826 страна происхождения Россия;draft-edffd46b96435616
КА-00000562;037445 Конверт 110*220мм силик./чист. 70574 страна происхождения Россия;draft-323bff5844703f22
КА-00000563;020836 Краска штемп.50мл Sponsor синяя SSI50-B страна происхождения Россия;draft-aa0d9595f8fcf2ae
КА-00000564;020313 Антистеплер Sponsor ассорти SSR01 страна происхождения Китай;draft-df2cff516b3476de
КА-00000565;042915 Бумага д/зам.лип.38*50мм 1*100 Economix желтая 20930 страна происхождения Украина;draft-72229d12c28ef4df
КА-00000566;055422 Зажим д/бумаг 15мм Lite черный Z15L-12K страна происхождения Китай;draft-a1736b8f4fe9393c
КА-00000567;051779 Карандаш ч/г ТМ Lite заточ., шестигран., пласт., зел. PGNBPLL-HB страна происхождения Китай;draft-9f66f58897932341
КА-00000568;036255 Конверт 229*324мм силик./чист. 70758 страна происхождения Россия;draft-8b180c1742738a7f
КА-00000569;107307 Корзина д/бумаг 10л сетчатая черная 022038 страна происхождения Беларусь;draft-a6e3b2eee888c5d5
КА-00000570;048664 Ластик Format прямоуг., белый 81780 страна происхождения Украина;draft-4edfa71538e47179
КА-00000571;051900 Лента клейкая упак. 48мм*15м 38 мкм OfficeSpase КЛ_1108 страна происхождения Россия;draft-388e99c01f095bd7
КА-00000572;042971 Ножницы канц.210мм Format пласт.ручки, черн. 47112 страна происхождения Украина;draft-7d97868b9d25dba0
КА-00000573;042832 Пакеты д/мусора 30л. 20 штю12мкм Хозяйкинъ сверхпроч.черные HZN-20004 страна происхождения;draft-10b9859d227e297b
