product_external_id,reason
КА-00000500,explicit_out_of_scope_after_live_sample_review
КА-00000581,explicit_out_of_scope_after_live_sample_review
КА-00000630,explicit_out_of_scope_after_live_sample_review
КА-00000651,explicit_out_of_scope_after_live_sample_review
КА-00000678,explicit_out_of_scope_after_live_sample_review
КА-00000686,explicit_out_of_scope_after_live_sample_review
КА-00000720,explicit_out_of_scope_after_live_sample_review
КА-00000743,explicit_out_of_scope_after_live_sample_review
КА-00000812,explicit_out_of_scope_after_live_sample_review
КА-00000814,explicit_out_of_scope_after_live_sample_review
КА-00000819,explicit_out_of_scope_after_live_sample_review
КА-00001072,explicit_out_of_scope_after_live_sample_review
КА-00001073,explicit_out_of_scope_after_live_sample_review
КА-00001437,explicit_out_of_scope_after_live_sample_review
КА-00001450,explicit_out_of_scope_after_live_sample_review
КА-00001456,explicit_out_of_scope_after_live_sample_review
КА-00001842,explicit_out_of_scope_after_live_sample_review
КА-00001866,explicit_out_of_scope_after_live_sample_review
КА-00001867,explicit_out_of_scope_after_live_sample_review
КА-00001868,explicit_out_of_scope_after_live_sample_review
КА-00002039,explicit_out_of_scope_after_live_sample_review
КА-00002110,explicit_out_of_scope_after_live_sample_review
КА-00002113,explicit_out_of_scope_after_live_sample_review
КА-00002144,explicit_out_of_scope_after_live_sample_review
КА-00002263,explicit_out_of_scope_after_live_sample_review
КА-00002708,explicit_out_of_scope_after_live_sample_review
КА-00002902,explicit_out_of_scope_after_live_sample_review
КА-00002903,explicit_out_of_scope_after_live_sample_review
КА-00003130,explicit_out_of_scope_after_live_sample_review
КА-00003157,explicit_out_of_scope_after_live_sample_review
КА-00003420,explicit_out_of_scope_after_live_sample_review
КА-00004475,explicit_out_of_scope_after_live_sample_review
КА-00004476,explicit_out_of_scope_after_live_sample_review
КА-00004477,explicit_out_of_scope_after_live_sample_review
КА-00004682,explicit_out_of_scope_after_live_sample_review
КА-00005330,explicit_out_of_scope_after_live_sample_review
КА-00005331,explicit_out_of_scope_after_live_sample_review
КА-00005334,explicit_out_of_scope_after_live_sample_review
КА-00005411,explicit_out_of_scope_after_live_sample_review
КА-00006129,explicit_out_of_scope_after_live_sample_review
ФР-00002162,explicit_out_of_scope_after_live_sample_review
