product_external_id,reason
КА-00000180,explicit_out_of_scope_after_live_sample_review
КА-00000235,explicit_out_of_scope_after_live_sample_review
КА-00000236,explicit_out_of_scope_after_live_sample_review
КА-00000237,explicit_out_of_scope_after_live_sample_review
КА-00000690,explicit_out_of_scope_after_live_sample_review
КА-00000697,explicit_out_of_scope_after_live_sample_review
КА-00000698,explicit_out_of_scope_after_live_sample_review
КА-00001044,explicit_out_of_scope_after_live_sample_review
КА-00002664,explicit_out_of_scope_after_live_sample_review
КА-00003421,explicit_out_of_scope_after_live_sample_review
КА-00006154,explicit_out_of_scope_after_live_sample_review
