product_external_id,reason
КА-00000180,explicit_out_of_scope_after_live_sample_review
КА-00000235,explicit_out_of_scope_after_live_sample_review
КА-00000236,explicit_out_of_scope_after_live_sample_review
КА-00000237,explicit_out_of_scope_after_live_sample_review
КА-00000415,explicit_out_of_scope_after_live_sample_review
КА-00000506,explicit_out_of_scope_after_live_sample_review
КА-00000690,explicit_out_of_scope_after_live_sample_review
КА-00000697,explicit_out_of_scope_after_live_sample_review
КА-00000698,explicit_out_of_scope_after_live_sample_review
КА-00000817,explicit_out_of_scope_after_live_sample_review
КА-00001044,explicit_out_of_scope_after_live_sample_review
КА-00001324,explicit_out_of_scope_after_live_sample_review
КА-00001419,explicit_out_of_scope_after_live_sample_review
КА-00001422,explicit_out_of_scope_after_live_sample_review
КА-00002107,explicit_out_of_scope_after_live_sample_review
КА-00002140,explicit_out_of_scope_after_live_sample_review
КА-00002362,explicit_out_of_scope_after_live_sample_review
КА-00002664,explicit_out_of_scope_after_live_sample_review
КА-00003421,explicit_out_of_scope_after_live_sample_review
КА-00005287,explicit_out_of_scope_after_live_sample_review
КА-00005337,explicit_out_of_scope_after_live_sample_review
КА-00005694,explicit_out_of_scope_after_live_sample_review
КА-00006074,explicit_out_of_scope_after_live_sample_review
КА-00006154,explicit_out_of_scope_after_live_sample_review
