product_external_id,reason
КА-00001188,building_lock_out_of_scope
КА-00002027,fuel_out_of_scope
КА-00002056,printed_label_out_of_scope
КА-00002096,security_camera_out_of_scope
КА-00002098,security_camera_out_of_scope
КА-00002102,generic_consumables_out_of_scope
КА-00002121,building_lock_out_of_scope
КА-00002138,automotive_part_out_of_scope
КА-00002343,invalid_catalog_name_out_of_scope
КА-00002575,food_out_of_scope
КА-00002730,food_out_of_scope
КА-00002743,household_packaging_out_of_scope
КА-00002744,household_packaging_out_of_scope
КА-00002759,building_ventilation_out_of_scope
КА-00002763,household_packaging_out_of_scope
КА-00002824,consumer_appliance_out_of_scope
КА-00002892,office_stationery_out_of_scope
КА-00002893,office_stationery_out_of_scope
КА-00002897,office_stationery_out_of_scope
КА-00002899,office_stationery_out_of_scope
КА-00002971,household_furnishing_out_of_scope
КА-00002983,procurement_record_not_product
КА-00003127,food_out_of_scope
КА-00003268,service_not_catalog_product
КА-00003287,food_out_of_scope
КА-00003319,household_packaging_out_of_scope
КА-00003393,garden_good_out_of_scope
КА-00003414,office_stationery_out_of_scope
КА-00003415,office_stationery_out_of_scope
КА-00003493,household_packaging_out_of_scope
КА-00003571,office_stationery_out_of_scope
КА-00003573,garden_good_out_of_scope
КА-00003574,garden_good_out_of_scope
КА-00003721,pharmaceutical_out_of_scope
КА-00003723,consumer_appliance_out_of_scope
КА-00003728,office_stationery_out_of_scope
КА-00003729,office_stationery_out_of_scope
КА-00003806,food_out_of_scope
КА-00003849,office_stationery_out_of_scope
КА-00003938,household_furnishing_out_of_scope
КА-00004152,office_furniture_out_of_scope
КА-00004162,printed_material_out_of_scope
КА-00004163,printed_material_out_of_scope
КА-00004284,household_furnishing_out_of_scope
КА-00004285,household_furnishing_out_of_scope
КА-00004320,automotive_service_out_of_scope
КА-00004489,household_textile_out_of_scope
КА-00004491,household_tableware_out_of_scope
КА-00004493,office_stationery_out_of_scope
КА-00004494,office_stationery_out_of_scope
КА-00004495,office_stationery_out_of_scope
КА-00004497,office_stationery_out_of_scope
КА-00004534,consumer_appliance_out_of_scope
КА-00004557,office_stationery_out_of_scope
КА-00004573,office_stationery_out_of_scope
КА-00004625,workwear_out_of_scope
КА-00004626,workwear_out_of_scope
КА-00004627,workwear_out_of_scope
КА-00004630,workwear_out_of_scope
КА-00004631,workwear_out_of_scope
КА-00004690,service_not_catalog_product
КА-00004841,office_stationery_out_of_scope
КА-00004842,office_stationery_out_of_scope
КА-00004867,household_good_out_of_scope
КА-00005087,household_textile_out_of_scope
КА-00005088,household_textile_out_of_scope
